holdType,homeType,noBed,soldPrice,usage,latitude,longitude
1,1,3,235000,1,51.23289464,-2.333523713
1,1,3,240000,1,51.24105088,-2.317151766
1,3,2,375000,1,51.23063732,-2.324054901
1,2,3,265000,1,51.23043226,-2.303286746
1,1,3,340000,1,51.232757,-2.311709403
1,3,3,329950,1,51.23298217,-2.324787519
1,2,2,275000,1,51.24033488,-2.315914892
1,1,5,500000,1,51.2295912,-2.334717152
1,2,4,305000,1,51.22200851,-2.3324426259999997
1,3,3,178000,1,51.2036453,-2.377426709
1,3,2,188000,1,51.24304492,-2.304429865
1,3,2,188000,1,51.24304492,-2.304429865
1,3,2,165500,1,51.22717437,-2.32118071
1,3,2,185000,1,51.23248754,-2.331229165
1,2,3,330000,1,51.24070703,-2.297438116
1,3,2,178000,1,51.24331534,-2.307611995
1,2,3,282000,1,51.24069767,-2.294028693
2,4,2,177000,1,51.23112025,-2.3250035540000002
1,1,3,255000,1,51.2382056,-2.318564614
1,3,2,200000,1,51.2295968017431,-2.31175992475526
1,3,4,275000,2,51.218488,-2.319713
1,3,2,290000,1,51.23136567,-2.32714
1,2,4,357500,1,51.24194997,-2.296629589
1,3,3,159000,1,51.2208659,-2.332663492
1,2,4,357500,1,51.24194997,-2.296629589
1,1,3,245000,1,51.23915514,-2.306452583
1,1,2,175000,1,51.2321749,-2.33366173
1,2,3,550000,1,51.20990237,-2.38061299
1,2,2,350000,1,51.2387781,-2.312782
1,3,4,660000,1,51.229414,-2.321439017
1,3,2,185000,1,51.24331534,-2.307611995
1,1,3,240000,1,51.23641695,-2.301320805
1,3,3,235000,2,51.22500397,-2.328598
1,3,6,670000,1,51.22981506,-2.32224459
1,1,3,375000,1,51.2286203,-2.334853
1,1,2,185000,1,51.2398204,-2.292461694
1,1,3,287500,1,51.23616762,-2.303854461
1,3,3,200000,1,51.22035306,-2.32959558
1,3,3,303000,1,51.22470327,-2.327063377
1,1,3,238500,1,51.23824782,-2.3195676069999998
1,1,3,219000,1,51.24113869,-2.3009362490000003
1,1,3,236500,1,51.21990301,-2.3329286
1,2,4,475000,1,51.23581478,-2.31819
1,2,4,475000,1,51.23581478,-2.31819
1,2,3,340000,1,51.23387372,-2.314423991
1,3,3,227000,1,51.2356796,-2.337540123
1,3,3,212500,1,51.23340575,-2.3276693859999997
1,2,4,715000,1,51.23522397,-2.310323
1,3,2,185000,1,51.24304492,-2.304429865
1,3,4,280000,1,51.23464481,-2.3377903630000003
1,3,3,240000,1,51.227111,-2.315194
1,3,3,340000,1,51.21041824,-2.376809274
1,3,4,250000,1,51.22872168,-2.314302924
1,2,5,525000,1,51.24155189,-2.324633034
1,2,3,275000,1,51.22392014,-2.317578079
1,1,3,235000,1,51.22718586,-2.339396936
1,2,2,280000,1,51.22502418,-2.334583
1,2,4,320000,1,51.23787128,-2.298737638
1,3,3,200000,1,51.23984497,-2.3108262319999997
1,1,3,277000,1,51.23944979,-2.303804478
1,1,4,320000,2,51.23116824,-2.336175
1,3,3,255000,1,51.24237099,-2.304253505
1,3,3,219000,1,51.23036853,-2.330139801
1,1,3,247500,1,51.23608364,-2.29805284
1,3,2,197500,1,51.23049101,-2.315074047
1,2,4,300000,1,51.24212011,-2.303908037
1,1,3,219000,1,51.23093136,-2.337720187
1,1,2,260000,1,51.23776867,-2.317215123
1,3,3,199000,1,51.22036076,-2.317052411
1,3,3,200000,1,51.22073384,-2.315422626
1,1,3,450000,1,51.2295912,-2.334717152
1,2,3,395000,1,51.24003863,-2.319050005
1,3,3,440000,1,51.22728507,-2.31685657
1,2,3,450000,1,51.207976,-2.3789814209999998
1,3,2,375000,1,51.23254948,-2.3283937480000003
1,3,2,260000,1,51.22850344,-2.311537
1,1,5,395000,1,51.23093136,-2.337720187
1,3,2,180000,1,51.23376172,-2.328989624
1,2,4,498500,1,51.22879631,-2.303061163
1,3,3,200000,1,51.23967829,-2.302373511
1,1,3,250000,1,51.23533113,-2.300468626
1,1,3,250000,1,51.227589,-2.331051
1,3,3,189500,1,51.22073384,-2.315422626
1,2,4,325000,1,51.21685714,-2.335240394
2,4,1,110000,1,51.23149102,-2.324247091
1,1,2,192500,1,51.23776867,-2.317215123
1,2,4,1045000,1,51.21102653,-2.374996126
1,3,2,200000,1,51.2295968017431,-2.31175992475526
1,3,3,480000,1,51.23376172,-2.328989624
1,3,4,400000,1,51.22626455,-2.325026608
1,3,3,330000,1,51.22626455,-2.325026608
1,2,3,279950,1,51.23049101,-2.315074047
1,3,3,306000,1,51.23208786,-2.3357951359999998
1,2,4,435000,1,51.20745511,-2.378288127
1,1,7,775000,1,51.22726081,-2.328900272
2,4,2,170000,1,51.22797055,-2.325912223
1,1,3,250000,1,51.15091994,-2.709380758
1,3,2,190000,1,51.15141017,-2.7232998310000003
2,4,2,120000,1,51.14664262,-2.7250265939999996
2,4,2,137000,1,51.14819298,-2.7200613810000003
1,2,4,345000,1,51.15006329,-2.711254845
1,3,3,220000,1,51.14995323,-2.7189593110000003
2,4,1,114000,1,51.15034548,-2.718050383
1,1,5,610000,1,51.14939605,-2.713031705
1,1,3,220000,1,51.1429687,-2.717106776
1,2,4,400000,1,51.15924375,-2.7024156539999997
1,3,3,205000,1,51.152428,-2.714538891
2,4,1,75000,1,51.14468902,-2.7210361180000002
1,2,3,276000,1,51.14327171,-2.7262889130000003
1,2,5,492500,1,51.15924375,-2.7024156539999997
2,4,1,85000,1,51.14609737,-2.718670646
1,3,3,269950,1,51.145294,-2.717943
2,4,2,160000,1,51.14142729,-2.7221002569999997
1,1,3,226000,1,51.14126137,-2.7080605139999996
1,2,2,215000,1,51.15208499,-2.71002773
1,3,3,225000,1,51.15094962,-2.714842837
1,2,6,435000,1,51.15924375,-2.7024156539999997
2,4,2,121000,1,51.14819298,-2.7200613810000003
1,1,2,180000,1,51.15309465,-2.706640282
1,2,4,250000,1,51.14180755,-2.713015
1,1,2,188500,1,51.15197852,-2.706823398
1,1,3,258000,1,51.14807966,-2.7076930939999997
1,3,2,160000,1,51.14520649,-2.717313012
2,4,1,105000,1,51.1488144,-2.71551038
1,1,2,212500,1,51.14126137,-2.7080605139999996
1,3,5,360000,1,51.14774591,-2.712305742
1,1,3,420000,1,51.147084,-2.7102511860000003
1,3,2,197500,1,51.14591178948729,-2.7205408713118797
2,4,1,92000,1,51.15448737,-2.711265692
1,1,3,240000,1,51.14233576,-2.707347923
1,1,3,220000,1,51.15741227,-2.713813084
1,3,3,236000,1,51.14723782,-2.724749997
1,3,2,169000,1,51.14082763,-2.7084112339999997
1,1,4,245000,1,51.15612416,-2.714179275
1,1,3,199000,1,51.15979187,-2.705469918
1,3,2,175000,1,51.15293556,-2.7091543089999996
1,2,3,280000,1,51.15249603,-2.7060020280000003
1,2,3,392000,1,51.15182855,-2.71079587
1,1,3,265000,1,51.14927061,-2.7144308710000002
1,2,4,415000,1,51.14957572,-2.7101035860000002
1,1,3,215000,1,51.14325225,-2.719255431
2,4,2,157000,1,51.14785256,-2.7169251510000003
1,2,2,245000,1,51.15877796,-2.7110456939999996
1,2,4,350000,1,51.14370096,-2.7252235110000003
1,3,3,225000,1,51.14126137,-2.7080605139999996
1,3,3,290000,1,51.139667,-2.726347
1,3,3,365000,1,51.14564174,-2.7108294660000003
1,2,2,230000,1,51.1421918,-2.7088466689999997
1,1,3,250000,1,51.1534361,-2.712607854
1,3,3,198500,1,51.15042132,-2.714477239
1,1,2,193000,1,51.15197852,-2.706823398
1,2,4,265000,1,51.14568837,-2.722295431
1,1,3,245000,1,51.14280009,-2.709370607
1,3,3,222000,1,51.1602201223374,-2.705362
1,3,2,190000,1,51.14664262,-2.7250265939999996
1,2,3,290000,1,51.15939105,-2.7092962160000003
1,1,2,230000,1,51.15505033,-2.716264602
1,3,3,223000,1,51.15006329,-2.711254845
1,3,2,168000,1,51.14632639,-2.7194461889999997
1,3,5,280000,1,51.15042132,-2.714477239
1,3,3,220000,1,51.15368436,-2.7117108869999997
1,3,3,280000,1,51.14777541,-2.711891599
1,3,2,235000,1,51.14664262,-2.7250265939999996
1,2,5,425000,1,51.15924375,-2.7024156539999997
1,3,5,320000,1,51.14653971,-2.7227661989999996
1,2,3,283500,1,51.15064138,-2.7123074419999997
1,2,4,347000,1,51.14114577,-2.7093309480000003
1,1,3,220000,1,51.15078578,-2.7077773919999997
1,3,2,255000,1,51.15182055,-2.715056466
1,2,4,410000,1,51.14957572,-2.7101035860000002
1,1,4,290000,1,51.14246185,-2.710280289
1,3,2,192500,1,51.14969999,-2.720656725
1,2,4,290000,1,51.14881204,-2.723202016
1,3,3,278500,1,51.150738,-2.718753397
1,1,3,280000,1,51.1485268,-2.708100243
1,2,3,350000,1,51.147084,-2.7102511860000003
1,3,3,227000,1,51.15341197,-2.7106629260000004
2,4,3,176000,1,51.14194112,-2.7204358
2,4,1,125000,1,51.1383507,-2.735288083
1,1,3,222000,1,51.161352,-2.704965
1,2,4,296000,1,51.14114577,-2.7093309480000003
1,2,4,287500,1,51.14851786,-2.724241075
1,3,3,199950,2,51.143520834757204,-2.7086100647107596
1,2,4,350000,1,51.15182855,-2.71079587
1,3,2,189950,1,51.15341197,-2.7106629260000004
1,1,1,133000,1,51.14043374,-2.70811932
1,2,2,329950,1,51.15744498,-2.7113969819999997
1,1,3,299950,1,51.15952785,-2.707611
1,2,3,210000,1,51.15208499,-2.71002773
1,3,3,285000,1,51.14354784,-2.709139055
1,1,2,220000,1,51.15744498,-2.7113969819999997
1,2,5,400000,1,51.15182855,-2.71079587
1,3,2,220000,1,51.14681007,-2.72267035
1,2,3,350000,1,51.14223507,-2.6986694730000003
1,2,4,390000,1,51.14950786,-2.7123900639999996
1,1,3,227500,1,51.15612416,-2.714179275
1,3,2,144000,1,51.147445,-2.716204
1,3,4,225000,1,51.14409813,-2.7088472880000003
1,3,2,174000,1,51.161266,-2.702804
1,3,3,210000,1,51.14963403,-2.707902738
1,3,6,625000,1,51.14819706,-2.7135279
1,3,2,190000,1,51.14388916,-2.708844
1,3,4,240500,1,51.14897516,-2.717157003
1,3,3,220000,1,51.14995323,-2.7189593110000003
1,3,3,229950,1,51.14992258,-2.716628402
1,1,3,200000,1,51.14280009,-2.709370607
1,2,5,575000,1,51.13898872,-2.731052974
1,1,2,149950,1,51.15191842,-2.713285
1,2,4,335000,1,51.15393997,-2.714031157
1,3,3,246000,1,51.14409813,-2.7088472880000003
1,2,3,270000,1,51.14370096,-2.7252235110000003
1,3,3,152500,1,51.143386,-2.732714746
1,3,2,180000,1,51.14423005,-2.712294493
1,1,1,160000,1,51.15027509,-2.705982423
1,2,3,235000,1,51.14215024,-2.711247546
1,4,2,179950,1,51.160753,-2.707372
1,3,3,210000,1,51.15042132,-2.714477239
1,3,3,213500,1,51.16094462,-2.704872
1,2,3,255000,1,51.15877796,-2.7110456939999996
1,2,4,490000,1,51.139667,-2.726347
2,4,2,142500,1,51.15264387,-2.708320555
1,3,4,220000,1,51.160753,-2.707372
1,1,3,234500,1,51.14325225,-2.719255431
1,1,3,195000,1,51.14439546,-2.7190587739999996
1,3,3,152000,1,51.143386,-2.732714746
1,3,3,262500,1,51.14777541,-2.711891599
1,1,5,340000,1,51.1440627,-2.719325
1,3,4,260000,1,51.14452705,-2.718131614
2,4,1,74500,1,51.14803067,-2.71867209
1,2,4,310000,1,51.13898872,-2.731052974
1,2,3,345000,1,51.1485268,-2.708100243
1,2,4,382500,1,51.1485268,-2.708100243
1,2,5,422500,1,51.15924375,-2.7024156539999997
1,3,3,273100,1,51.14643821,-2.724637397
2,4,1,78000,1,51.14803067,-2.71867209
2,4,2,116000,1,51.14802408,-2.719744228
1,3,3,200000,1,51.14995323,-2.7189593110000003
1,1,3,226000,1,51.14325225,-2.719255431
2,4,2,159950,1,51.14194112,-2.7204358
1,2,3,255000,1,51.14126137,-2.7080605139999996
1,1,3,360000,1,51.15848944,-2.700745422
1,2,3,210000,1,51.15208499,-2.71002773
1,2,4,212000,1,51.15368436,-2.7117108869999997
1,3,2,165000,1,51.14681007,-2.72267035
1,1,2,212000,1,51.15432428,-2.71735434
1,3,4,309000,1,51.14897516,-2.717157003
1,3,2,165000,1,51.15341197,-2.7106629260000004
1,2,5,430000,1,51.15924375,-2.7024156539999997
1,2,2,220000,1,51.15744498,-2.7113969819999997
1,2,4,327500,1,51.15731791,-2.713068058
1,2,3,189000,1,51.15068653,-2.7063461369999997
1,3,5,360000,1,51.14681007,-2.72267035
1,2,4,395000,1,51.14069325,-2.7230179289999996
1,3,2,235000,1,51.14852027,-2.710659251
1,2,4,315000,1,51.14471123,-2.721808422
2,4,2,138000,1,51.14915055,-2.72080543
1,3,5,340000,1,51.14897516,-2.717157003
1,3,2,173000,1,51.15731791,-2.713068058
1,2,4,350000,1,51.16050603,-2.703350056
1,3,4,260000,1,51.14126137,-2.7080605139999996
1,1,3,200000,1,51.161352,-2.704965
1,1,3,235000,1,51.14144665,-2.711608387
1,1,2,190000,1,51.14325225,-2.719255431
1,3,2,186450,1,51.14953426,-2.7198249160000003
1,3,3,190000,1,51.15500057,-2.711159196
1,3,3,217750,1,51.1602201223374,-2.705362
2,4,1,96500,1,51.1488144,-2.71551038
1,3,2,186000,1,51.1533394,-2.707802175
1,3,3,245000,1,51.14617937,-2.7214167469999997
1,2,3,278000,1,51.15741227,-2.713813084
1,3,2,174000,1,51.15376565,-2.714600398
1,2,4,435000,1,51.139667,-2.726347
1,3,3,187500,1,51.14632639,-2.7194461889999997
2,4,2,155000,1,51.16094462,-2.704872
1,3,2,165000,1,51.15158847,-2.71771224
1,3,2,180000,1,51.15012892,-2.71963401
1,3,4,287950,1,51.14956596,-2.7175950739999997
1,3,3,165000,1,51.14423005,-2.712294493
1,2,4,268000,1,51.14568837,-2.722295431
1,2,3,375000,1,51.152428,-2.714538891
1,1,3,200000,1,51.14300169,-2.717593317
2,4,2,182000,1,51.14922267,-2.706037844
1,3,3,271400,1,51.14852027,-2.710659251
1,3,3,228700,1,51.15042132,-2.714477239
1,2,3,290000,1,51.15939105,-2.7092962160000003
1,3,3,229950,1,51.14418634,-2.726703542
1,1,3,185000,1,51.14963403,-2.707902738
1,3,3,162000,1,51.15251654,-2.7159394
1,3,4,275000,1,51.14956596,-2.7175950739999997
1,3,4,345000,1,51.152428,-2.714538891
1,3,2,159000,1,51.15197852,-2.706823398
1,1,2,195000,1,51.14833496,-2.711557092
1,2,3,255000,1,51.15848944,-2.700745422
1,2,5,320000,1,51.14245591,-2.719802
1,1,1,145000,1,51.15027509,-2.705982423
1,1,3,200000,1,51.160753,-2.707372
1,2,4,257000,1,51.14325225,-2.719255431
1,3,2,160000,1,51.14376451,-2.70751272
2,4,1,115000,1,51.14645211,-2.720934935
1,3,2,157500,1,51.145812604040394,-2.71912403579464
1,1,3,198000,1,51.15637356,-2.714569203
1,1,3,195000,1,51.15158847,-2.71771224
1,2,4,242000,1,51.13898872,-2.731052974
1,2,4,315000,1,51.14256151,-2.7131122
1,3,3,375000,1,51.14774591,-2.712305742
1,3,3,375000,1,51.14774591,-2.712305742
2,4,2,123000,1,51.15264387,-2.708320555
1,3,3,215000,1,51.15042132,-2.714477239
1,3,2,205000,1,51.14681007,-2.72267035
1,2,4,565000,1,51.14244603,-2.703976033
1,1,3,198000,1,51.15104878,-2.7074096830000003
2,4,2,142500,1,51.15264387,-2.708320555
1,3,4,225000,1,51.15744498,-2.7113969819999997
2,4,2,133000,1,51.14915055,-2.72080543
1,3,2,140000,1,51.14632639,-2.7194461889999997
1,1,3,270000,1,51.15637356,-2.714569203
1,3,4,270000,1,51.14956596,-2.7175950739999997
1,1,3,255000,1,51.14142729,-2.7221002569999997
2,4,2,149000,1,51.14142729,-2.7221002569999997
2,4,2,145000,1,51.16094462,-2.704872
1,3,2,185000,1,51.14989189,-2.720159315
1,1,3,205000,1,51.14927061,-2.7144308710000002
1,2,5,415000,1,51.15924375,-2.7024156539999997
1,2,2,218000,1,51.1421918,-2.7088466689999997
2,4,2,135000,1,51.14891331,-2.714039338
2,4,2,135000,1,51.14891331,-2.714039338
2,4,1,106000,1,51.15133447,-2.720996739
1,2,2,220000,1,51.15208499,-2.71002773
1,1,2,205000,1,51.14992977,-2.7095514339999998
2,4,1,90000,1,51.14803067,-2.71867209
1,1,3,247500,1,51.15637356,-2.714569203
1,2,3,299950,1,51.15393997,-2.714031157
1,1,3,200000,1,51.15877796,-2.7110456939999996
1,2,2,227000,1,51.15877796,-2.7110456939999996
1,2,4,268000,1,51.15208499,-2.71002773
1,3,2,182000,1,51.14591178948729,-2.7205408713118797
1,3,2,156000,1,51.145812604040394,-2.71912403579464
1,2,4,471000,1,51.15924375,-2.7024156539999997
1,3,3,170000,1,51.14852027,-2.710659251
1,3,2,165000,1,51.1488144,-2.71551038
1,1,3,266000,1,51.1437563,-2.72063561
1,2,4,245000,1,51.14568837,-2.722295431
1,2,3,285000,1,51.13898872,-2.731052974
1,2,3,245000,1,51.14233576,-2.707347923
1,3,3,183500,1,51.14963403,-2.707902738
1,2,4,335000,1,51.139667,-2.726347
1,3,2,179000,1,51.14591178948729,-2.7205408713118797
1,1,3,260000,1,51.14223507,-2.6986694730000003
1,3,4,285000,1,51.15034548,-2.718050383
1,2,4,280000,1,51.14370096,-2.7252235110000003
1,1,3,190000,1,51.16050603,-2.703350056
1,3,2,199000,1,51.14681007,-2.72267035
1,1,3,227500,1,51.14723782,-2.724749997
1,3,1,127000,1,51.15027509,-2.705982423
1,3,3,217000,1,51.14126137,-2.7080605139999996
1,2,5,326000,1,51.15924375,-2.7024156539999997
1,3,3,212000,1,51.15368436,-2.7117108869999997
1,3,2,169950,1,51.14774591,-2.712305742
1,3,4,140000,1,51.15012892,-2.71963401
1,1,4,320000,1,51.13898872,-2.731052974
1,3,2,148000,1,51.14969999,-2.720656725
1,3,3,363000,1,51.15094461,-2.71713035
1,1,3,228000,1,51.15952785,-2.707611
1,1,3,195000,1,51.15939105,-2.7092962160000003
1,3,4,272000,1,51.14653971,-2.7227661989999996
1,1,4,219000,1,51.15979187,-2.705469918
2,4,2,75000,1,51.14922267,-2.706037844
1,1,3,310000,1,51.15432428,-2.71735434
1,1,3,215000,1,51.14992258,-2.716628402
1,2,3,269950,1,51.14370096,-2.7252235110000003
1,3,3,180000,1,51.15090226,-2.719631745
1,2,3,278000,1,51.15182855,-2.71079587
1,3,2,143500,1,51.15191842,-2.713285
1,2,4,400000,1,51.1423375,-2.71592482
1,3,2,146000,1,51.14447898,-2.717173073
1,2,6,775000,1,51.1485268,-2.708100243
1,2,7,890000,1,51.13898872,-2.731052974
1,1,3,252000,1,51.14144665,-2.711608387
1,1,4,315000,1,51.14927061,-2.7144308710000002
1,3,2,160000,1,51.15286006,-2.714171762
2,4,2,141700,1,51.16094462,-2.704872
1,1,3,190000,1,51.15741227,-2.713813084
2,4,2,120000,1,51.14917222,-2.718747014
1,2,3,202500,1,51.15198426,-2.717689786
1,1,3,235000,1,51.14144665,-2.711608387
2,4,2,137500,1,51.14819298,-2.7200613810000003
1,3,2,192500,1,51.14376451,-2.70751272
1,1,3,215000,1,51.14215024,-2.711247546
1,3,3,215000,1,51.14171523,-2.710326005
1,3,2,180000,1,51.14423005,-2.712294493
2,4,2,128000,1,51.15264387,-2.708320555
1,2,4,305000,1,51.14233576,-2.707347923
1,3,2,155000,1,51.14568837,-2.722295431
2,3,3,117000,1,51.161066699698104,-2.70676246439803
1,1,2,190000,1,51.15497554,-2.715262535
1,3,2,157000,1,51.15309465,-2.706640282
1,2,2,200000,1,51.14233576,-2.707347923
1,3,4,302000,1,51.15094461,-2.71713035
1,2,4,259950,1,51.14568837,-2.722295431
1,1,3,270000,1,51.13898872,-2.731052974
1,2,5,312000,1,51.14325225,-2.719255431
1,3,3,159000,1,51.14989189,-2.720159315
1,2,4,575500,1,51.15249603,-2.7060020280000003
1,2,5,790000,1,51.14244603,-2.703976033
1,3,3,260000,1,51.14664262,-2.7250265939999996
1,2,5,315000,1,51.1534361,-2.712607854
1,2,4,265000,1,51.15249603,-2.7060020280000003
1,2,4,272500,1,51.14851786,-2.724241075
1,1,3,245000,1,51.15191842,-2.713285
1,1,2,204500,1,51.15741227,-2.713813084
1,3,3,176000,1,51.15022862,-2.72242352
1,1,3,200000,1,51.15939105,-2.7092962160000003
1,1,3,189000,1,51.15731791,-2.713068058
2,4,2,78000,1,51.14609737,-2.718670646
1,2,4,305000,1,51.14370096,-2.7252235110000003
2,4,1,117500,1,51.15090226,-2.719631745
1,1,4,257000,1,51.14325225,-2.719255431
1,2,6,500000,1,51.14244603,-2.703976033
1,1,5,580000,1,51.145294,-2.717943
1,1,3,170000,1,51.15226514,-2.71293296
1,1,3,188000,1,51.14963403,-2.707902738
1,3,3,196000,1,51.1607251014036,-2.7052556937828998
1,1,3,210000,1,51.16094462,-2.704872
1,2,3,206500,1,51.14568837,-2.722295431
1,3,3,201000,1,51.16094462,-2.704872
2,4,2,179950,1,51.15226514,-2.71293296
1,1,3,220000,1,51.14261251,-2.7267360010000004
1,2,4,290000,1,51.14785244,-2.7227867110000004
1,1,4,264950,1,51.14785244,-2.7227867110000004
1,3,2,165000,1,51.14632639,-2.7194461889999997
1,3,2,145000,1,51.1488144,-2.71551038
1,2,3,238500,1,51.14263919,-2.7253355210000003
1,2,4,405000,1,51.15091994,-2.709380758
1,2,4,265000,1,51.16050603,-2.703350056
1,3,3,145000,1,51.15392235,-2.709541198
1,3,2,170000,1,51.14852027,-2.710659251
1,1,3,225000,1,51.15094962,-2.714842837
1,2,3,250000,1,51.14696627,-2.719213105
1,1,4,252000,1,51.14643821,-2.724637397
1,3,3,197250,1,51.1429687,-2.717106776
1,2,3,347500,1,51.14223507,-2.6986694730000003
1,2,3,315000,1,51.147084,-2.7102511860000003
1,1,4,210000,1,51.161352,-2.704965
1,2,4,249950,1,51.161352,-2.704965
1,1,3,186000,1,51.15198426,-2.717689786
1,2,5,326000,1,51.15924375,-2.7024156539999997
1,2,3,245000,1,51.14065333,-2.708980336
1,3,4,245000,1,51.14452705,-2.718131614
1,2,3,360000,1,51.13958325,-2.704518527
1,3,5,330000,1,51.152428,-2.714538891
1,4,2,160000,1,51.1602201223374,-2.705362
1,1,2,151000,1,51.15158847,-2.71771224
1,1,4,205000,1,51.14126137,-2.7080605139999996
1,2,3,365000,1,51.151848,-2.721058269
1,2,5,408000,1,51.14939605,-2.713031705
1,2,4,263750,1,51.14881204,-2.723202016
1,2,3,295000,1,51.14338077,-2.714425683
1,2,4,277500,1,51.14171523,-2.710326005
2,4,2,122000,1,51.14891331,-2.714039338
1,2,4,320000,1,51.14370096,-2.7252235110000003
1,1,4,225000,1,51.15152847,-2.714294176
1,3,2,250000,1,51.14852027,-2.710659251
1,3,3,195000,1,51.15264387,-2.708320555
1,2,3,325000,1,51.1431236,-2.713835615
1,2,3,235000,1,51.14418634,-2.726703542
1,3,4,315000,1,51.14956596,-2.7175950739999997
2,4,2,85000,1,51.14917222,-2.718747014
1,1,3,195000,1,51.14370096,-2.7252235110000003
1,2,5,325000,1,51.15924375,-2.7024156539999997
1,3,3,235000,1,51.150738,-2.718753397
2,4,1,70000,1,51.14609737,-2.718670646
1,3,2,172000,1,51.14261251,-2.7267360010000004
1,2,3,330000,1,51.14598272,-2.710949072
1,3,3,177500,1,51.14962187,-2.7231145989999996
1,1,5,265000,1,51.15436159,-2.715667695
1,3,3,165000,1,51.1496508,-2.7213422169999997
1,2,4,480000,1,51.1423375,-2.71592482
1,1,5,232500,1,51.15436159,-2.715667695
1,2,3,287000,1,51.13898872,-2.731052974
1,3,3,188000,1,51.15952785,-2.707611
1,2,2,312000,1,51.139667,-2.726347
1,3,3,236000,1,51.14617937,-2.7214167469999997
1,3,2,165000,1,51.14235336,-2.7264746239999997
1,2,3,198500,1,51.15436159,-2.715667695
1,2,3,238000,1,51.15979187,-2.705469918
1,2,3,305000,1,51.15182855,-2.71079587
1,3,3,196000,1,51.1602201223374,-2.705362
1,2,5,480000,1,51.14360101,-2.715172433
1,2,3,282000,1,51.14369533,-2.717389648
1,3,4,190000,1,51.14617937,-2.7214167469999997
2,1,1,83000,1,51.15133447,-2.720996739
1,3,2,158000,1,51.15012892,-2.71963401
1,2,3,255000,1,51.15226514,-2.71293296
2,4,2,127000,1,51.14819298,-2.7200613810000003
1,3,4,279950,1,51.15094461,-2.71713035
2,4,2,140000,1,51.14819298,-2.7200613810000003
1,3,2,147500,1,51.14520649,-2.717313012
2,4,2,125000,1,51.14802408,-2.719744228
1,2,3,400000,1,51.14852027,-2.710659251
1,1,3,190000,1,51.161352,-2.704965
2,4,2,98000,1,51.1496508,-2.7213422169999997
2,4,2,117500,1,51.14802408,-2.719744228
1,2,3,234950,1,51.14328614,-2.715196156
1,2,3,220000,1,51.15135474,-2.705884523
1,3,3,154000,1,51.14664262,-2.7250265939999996
1,1,4,150000,1,51.14369533,-2.717389648
2,4,2,125000,1,51.14819298,-2.7200613810000003
1,2,4,291000,1,51.1431973,-2.7266880060000003
1,1,2,174000,1,51.14418634,-2.726703542
1,2,4,220000,1,51.14568837,-2.722295431
1,2,2,285000,1,51.14796326,-2.716469378
1,3,3,175000,1,51.14617937,-2.7214167469999997
1,2,3,345000,1,51.14957572,-2.7101035860000002
2,4,2,157999,1,51.15226514,-2.71293296
1,2,4,232000,1,51.14180755,-2.713015
1,2,4,325000,1,51.14370096,-2.7252235110000003
1,3,3,147500,1,51.143386,-2.732714746
1,1,5,375000,1,51.1485268,-2.708100243
1,2,3,225000,1,51.14280009,-2.709370607
1,2,4,300000,1,51.14325225,-2.719255431
1,2,3,227500,1,51.15208499,-2.71002773
2,4,2,113000,1,51.14802408,-2.719744228
1,3,1,124750,1,51.15158847,-2.71771224
1,1,3,215000,1,51.15741227,-2.713813084
1,3,3,235000,1,51.14617937,-2.7214167469999997
1,3,4,329950,1,51.14956596,-2.7175950739999997
1,2,4,281000,1,51.14370096,-2.7252235110000003
1,1,2,181500,1,51.15877796,-2.7110456939999996
1,1,3,198000,1,51.15436159,-2.715667695
2,4,2,137000,1,51.15264387,-2.708320555
1,3,3,187500,1,51.14194112,-2.7204358
1,2,5,630000,2,51.14520649,-2.717313012
1,3,2,158000,1,51.143386,-2.732714746
1,1,3,201000,1,51.1607251014036,-2.7052556937828998
1,1,3,199999,1,51.14617937,-2.7214167469999997
1,1,3,175000,1,51.14995323,-2.7189593110000003
1,1,5,222000,1,51.14280009,-2.709370607
1,3,4,215000,1,51.14261251,-2.7267360010000004
1,2,2,176000,1,51.15432428,-2.71735434
2,4,2,149000,1,51.14142729,-2.7221002569999997
1,3,4,220000,2,51.160753,-2.707372
1,2,4,248000,1,51.14568837,-2.722295431
1,2,5,330000,1,51.13898872,-2.731052974
1,3,3,195000,1,51.14963403,-2.707902738
1,3,2,170000,1,51.15367285,-2.715070807
1,2,4,232850,2,51.160753,-2.707372
1,1,3,284000,1,51.139667,-2.726347
1,3,3,199950,2,51.14591178948729,-2.7205408713118797
1,2,6,435000,1,51.14223507,-2.6986694730000003
1,2,4,365000,1,51.1534361,-2.712607854
1,3,2,175000,1,51.14664262,-2.7250265939999996
1,3,2,149950,1,51.1447592,-2.7169343930000003
1,3,3,173000,1,51.14645211,-2.720934935
1,3,3,187000,1,51.16094462,-2.704872
1,2,3,215000,1,51.14325225,-2.719255431
1,1,3,205000,1,51.160753,-2.707372
1,1,1,133000,1,51.15027509,-2.705982423
1,1,3,208985,2,51.160753,-2.707372
1,2,3,190000,1,51.15341197,-2.7106629260000004
2,1,2,124000,1,51.15264387,-2.708320555
1,2,2,235000,1,51.14217138,-2.704786654
2,4,2,75000,1,51.14468902,-2.7210361180000002
1,3,3,199995,1,51.14723782,-2.724749997
1,2,3,240000,1,51.14370096,-2.7252235110000003
1,2,1,245000,1,51.14436509,-2.704848665
